,geoid,carea,cperim,dperim_0.5,dpperim_0.5,dperim_pro_0.5,dpperim_pro_0.5,darea_0.5,dparea_0.5,darea_pro_0.5,dparea_pro_0.5,dperim_0.1,dpperim_0.1,dperim_pro_0.1,dpperim_pro_0.1,darea_0.1,dparea_0.1,darea_pro_0.1,dparea_pro_0.1,cpolsby,rank_cpolsby,dpolsby_0.5,dpolsby_pro_0.5,dpop_polsby_0.5,dpop_polsby_pro_0.5,rank_dpolsby_0.5,rank_dpolsby_pro_0.5,rank_dpop_polsby_0.5,rank_dpop_polsby_pro_0.5,dpolsby_0.1,dpolsby_pro_0.1,dpop_polsby_0.1,dpop_polsby_pro_0.1,rank_dpolsby_0.1,rank_dpolsby_pro_0.1,rank_dpop_polsby_0.1,rank_dpop_polsby_pro_0.1
20,0503,1.4353759360269958,11.353741354143205,84,140383,80.95271864649708,134890.49561464266,450,731114,446.952718646497,725621.4956146426,91,149582,82.86760762589748,137289.20896349696,457,740313,448.8676076258975,728020.2089634971,0.13992571414110633,343.0,0.06377551020408163,0.06820225068189054,3.7098475385784316e-05,3.9879291956064646e-05,183.0,178.0,194.0,187.0,0.055186571670088155,0.06536551147152733,3.308694765118298e-05,3.862519007178268e-05,190.0,177.0,186.0,188.0
21,0634,0.012133765503000136,0.7610407241379638,81,112260,78.95811135068097,108899.02281272157,434,703232,431.958111350681,699871.0228127216,86,119825,80.75366344182116,111502.06319705029,439,710797,433.75366344182123,702474.0631970502,0.2632629039944598,161.0,0.0661484529797287,0.06928642132419463,5.5801843782959244e-05,5.90160375962342e-05,174.0,175.0,129.0,128.0,0.059356408869659275,0.06651486114998538,4.950518762387721e-05,5.6502086649258625e-05,166.5,174.0,122.0,127.0
22,0621,1.7476752405984937,10.722318740836329,96,178796,93.77000691099572,172848.5363728306,390,703021,387.7700069109958,697073.5363728305,105,194434,96.131055849746,176713.69209042983,399,718659,390.13105584974585,700938.6920904297,0.19102630314842403,271.0,0.042317708333333336,0.044100784829902345,2.1991391032619614e-05,2.3331742928816754e-05,273.0,275.0,303.0,302.0,0.03619047619047619,0.042216584908270766,1.9009839369528696e-05,2.2446034827371796e-05,276.0,273.0,294.0,302.0
23,0653,0.03439566139950034,1.6806162460824898,110,199236,106.67096832019966,192021.59366389824,443,699332,439.6709683201997,692117.5936638984,126,247671,110.56831171900544,202421.55130480832,459,747767,443.56831171900535,702517.5513048086,0.15302994216753513,330.0,0.036611570247933885,0.038639839602128134,1.7617641698904907e-05,1.877066892212744e-05,301.0,298.0,346.0,341.0,0.02891156462585034,0.036282663093407504,1.2190344525330708e-05,1.7145244437660318e-05,315.0,303.0,368.0,349.0
24,0641,0.08034386107500052,2.3603691203435906,41,97720,37.89718459384337,88898.79254570071,350,684706,346.8971845938433,675884.7925457007,58,153492,42.76463537221708,103640.97955622166,367,740478,351.764635372217,690626.9795562215,0.18121857628196122,289.0,0.2082093991671624,0.24153878693214192,7.170298189636525e-05,8.552261079671845e-05,39.0,31.0,90.0,81.0,0.10909631391200951,0.1923457650495414,3.1429731430949574e-05,6.429549172590708e-05,75.0,43.0,200.0,109.0
25,0624,2.1225953151605053,12.078981477266721,20,25963,19.158294529585763,24962.044918909625,485,703683,484.1582945295857,702682.0449189096,25,30112,20.118063980781468,25832.040030243006,490,707832,485.1180639807814,703552.040030243,0.1828169397346213,284.0,1.2125,1.319087744399208,0.001043920226907959,0.0011277128672243038,1.0,1.0,1.0,1.0,0.784,1.1986022164461911,0.0007806403384149406,0.0010543354683744607,3.0,1.0,1.0,1.0
26,0608,8.521353143197437,19.785992358923192,72,97201,68.26680067663044,89319.0412932131,389,700750,385.26680067663045,692868.0412932131,83,123051,71.2626367332018,95747.5089458773,400,726600,388.26263673320193,699296.5089458773,0.2735286070016665,146.0,0.07503858024691358,0.08266896230838199,7.416886626977472e-05,8.684852041074264e-05,141.0,137.0,86.0,80.0,0.05806357961968355,0.07645428390947007,4.798716558965526e-05,7.627924618587238e-05,175.0,140.0,124.0,83.0
27,0639,0.05192086208149967,1.7989734010692229,88,167961,83.5736620841272,157749.7654145543,416,696185,411.57366208412714,685973.7654145545,103,198512,88.27305026671726,167167.94587777526,431,726736,416.2730502667171,695391.9458777753,0.20160545297931085,257.0,0.05371900826446281,0.05892623718708785,2.467787490567305e-05,2.7565765832513075e-05,222.0,212.0,283.0,271.0,0.040625883683664814,0.053422231828071425,1.8441793061112974e-05,2.4884197774045978e-05,249.0,224.0,299.0,279.0
28,0633,0.12070561636950022,2.852489688978675,139,198819,136.57392724212428,195278.74049992234,515,699632,512.5739272421242,696091.7404999224,158,229321,142.14722758108226,203514.0240276055,534,730134,518.1472275810826,704327.0240276054,0.18641857146332036,279.0,0.02665493504476994,0.02748026494820716,1.7699210522051253e-05,1.825393711321848e-05,358.0,366.0,345.0,350.0,0.021390802755968594,0.025643446326321675,1.3884010030150262e-05,1.7005353678645504e-05,366.0,366.0,354.0,353.0
29,0623,2.5603971559754903,12.868841162500038,104,175953,101.82965432364058,173446.15703339365,394,693630,391.8296543236405,691123.1570333934,119,208537,106.7579259509722,183253.30392061465,409,726214,396.75792595097215,700930.3039206145,0.19428457387227838,268.0,0.03642751479289941,0.03778755236789424,2.2404461839011117e-05,2.297344268167552e-05,302.0,304.0,300.0,304.0,0.02888214109173081,0.03481170988428063,1.6699304121028227e-05,2.0872343327946225e-05,316.0,308.0,323.0,315.0
30,0606,0.04804657043349976,1.7439071596986937,78,131448,74.20459877803295,127166.29280418606,463,698464,459.2045987780329,694182.2928041858,88,147871,77.0566431096032,131759.66385628056,473,714887,462.0566431096032,698775.6638562804,0.1985297226085094,259.0,0.07610124917817225,0.08339587818582941,4.0423699935788415e-05,4.292689834592882e-05,139.0,136.0,174.0,175.0,0.061079545454545456,0.07781710100193555,3.269425005382762e-05,4.0250642305842264e-05,162.0,135.0,189.0,175.0
31,0642,0.24003190050499865,5.227632362919669,73,213724,64.04424836531075,187682.59251921356,309,744134,300.04424836531064,718092.5925192138,89,255702,68.77409509180185,199575.5573538664,325,786112,304.77409509180177,729985.5573538665,0.11037450070023826,385.0,0.057984612497654346,0.07315180386457526,1.6290880604636728e-05,2.038602061584623e-05,205.0,160.0,358.0,325.0,0.041030172957959854,0.06443595668456592,1.2023092157139462e-05,1.8327345461392222e-05,248.0,181.0,370.0,339.0
32,0619,0.2423398676925009,3.8019635591956034,59,100657,56.522180505728855,97129.94572927237,396,699528,393.52218050572884,696000.9457292723,68,117983,59.82067094950147,102776.28018326133,405,716854,396.8206709495013,701647.2801832614,0.21067782715042752,238.0,0.11376041367423154,0.12317750431828779,6.904260001882706e-05,7.377403502571833e-05,92.0,85.0,98.0,94.0,0.08758650519031141,0.11088983251626391,5.1498175509707855e-05,6.64252283330171e-05,102.0,96.0,117.0,105.0
33,0613,0.03865087859150023,1.1545955343217431,44,52837,42.68485398082921,51510.138958148644,586,704118,584.6848539808292,702791.1389581487,46,56270,43.06161778276015,52176.64877542283,588,707551,585.0616177827602,703457.6487754228,0.36434220947909174,73.0,0.30268595041322316,0.3209033446276246,0.00025221397364312575,0.00026487491733138377,14.0,15.0,11.0,11.0,0.277882797731569,0.315515663356689,0.00022346212214212943,0.0002583958848580438,12.0,13.0,11.0,11.0
34,0651,1.2812858205969977,8.536431988371689,84,193546,81.1270159590123,185370.25127178425,389,707329,386.1270159590124,699153.2512717842,91,218930,82.96488876356875,190393.29931914114,396,732713,387.96488876356887,704176.2993191412,0.220954634330131,215.0,0.05513038548752835,0.0586677165359556,1.888222045301009e-05,2.0346621414938164e-05,217.0,215.0,329.0,326.0,0.04782031155657529,0.05636425262961777,1.528703791989613e-05,1.9425762922760192e-05,211.0,214.0,341.0,324.0
35,0626,0.3167456853074994,4.664221953657952,39,61618,36.294709289185036,57332.385191659385,362,707463,359.29470928918505,703177.3851916593,49,77963,38.61876660713192,61198.78694926605,372,723808,361.61876660713193,707043.786949266,0.1829625287786349,282.0,0.23800131492439186,0.27274963482915227,0.00018633246772955056,0.00021392664238802718,28.0,24.0,25.0,20.0,0.15493544356518119,0.2424678502371498,0.00011908204775745112,0.0001887820433754909,47.0,27.0,39.0,23.0
36,0603,1.7136152566579843,11.9168803476226,67,93015,63.66033467050718,87754.73709666236,483,711596,479.6603346705072,706335.7370966624,83,116408,68.05746502181391,93595.80734347449,499,734989,484.05746502181387,712176.8073434746,0.15163450104086967,333.0,0.10759634662508354,0.11835755124753232,8.22484111951524e-05,9.172126610713323e-05,99.0,96.0,78.0,73.0,0.07243431557555523,0.10450700093247947,5.423943837745788e-05,8.129709680044216e-05,131.0,101.0,112.0,79.0
37,0611,0.14041263389149933,2.8325471036481367,54,105700,51.85093047883873,98746.38500275902,473,715281,470.85093047883873,708327.3850027589,66,128821,55.61272292383749,105318.23771051822,485,738402,474.6127229238377,714899.237710518,0.21991850205479743,218.0,0.1622085048010974,0.17513394250281852,6.402162812407977e-05,7.264264041121832e-05,53.0,51.0,109.0,96.0,0.11134067952249771,0.15345853818747435,4.4495852519044765e-05,6.445218827793285e-05,72.0,58.0,138.0,108.0
