,geoid,carea,cperim,cpolsbypop,dperim_0.5,dpperim_0.5,dperim_pro_0.5,dpperim_pro_0.5,darea_0.5,dparea_0.5,darea_pro_0.5,dparea_pro_0.5,dperim_0.1,dpperim_0.1,dperim_pro_0.1,dpperim_pro_0.1,darea_0.1,dparea_0.1,darea_pro_0.1,dparea_pro_0.1
104,1211,0.6323403374634105,4.461290801755816,0.39924518289263217,32,168333,30.051463292340127,156297.13109224153,143,691187,141.05146329234017,679151.1310922415,38,193380,32.2113443786666,166267.82299794207,149,716234,143.2113443786667,689121.8229979421
105,1224,0.03231206564298443,0.8864273204722839,0.5167593230114239,40,182197,31.626925998743943,146385.4542972613,183,801778,174.6269259987439,765966.4542972612,59,279556,36.99189970986706,174085.441321588,202,899137,179.99189970986708,793666.4413215881
106,1227,0.05831038648377885,2.0543350992313862,0.173625380825633,37,176707,29.90470473752395,143653.42019087615,157,738167,149.9047047375239,705113.4201908761,63,323712,36.691886808688324,182277.12626631922,183,885172,156.69188680868828,743737.1262663191
107,1218,0.3992823165598189,3.0592034257349376,0.536133848142246,26,96545,21.578736783575515,81731.26735566258,144,675787,139.5787367835755,660973.2673556625,39,160653,25.7178946386004,100919.65180205305,157,739895,143.71789463860037,680161.6518020531
108,1204,0.4821678541149443,5.075336420351971,0.23522227555631303,60,320630,51.53889030804634,282425.81377544923,132,708477,123.53889030804636,670272.8137754494,74,403628,55.82785279201918,309330.6526861073,146,791475,127.8278527920192,697177.6526861073
109,1205,0.37276307975000217,8.055846188485889,0.07218058940753522,72,396402,58.52282496612165,322931.1270385926,141,690794,127.52282496612163,617323.1270385925,118,627521,72.8732549763258,394693.31344240287,187,921913,141.87325497632582,689085.3134424029
110,1223,0.042842365154263165,1.037172239567836,0.5004740158167102,26,142454,21.871601625853923,119434.86159325411,109,561173,104.87160162585393,538153.8615932543,38,203354,25.80323288174205,140135.69662280468,121,622073,108.80323288174206,558854.6966228047
111,1221,0.05924193591950176,1.4523132427579566,0.3529543275924464,44,220267,36.85751486651935,188098.64242771102,148,679579,140.85751486651938,647410.6424277109,60,300325,41.48252183074899,210544.78256797604,164,759637,145.482521830749,669856.7825679759
112,1210,0.3370285568595003,3.442636409944809,0.3573503810558126,41,215258,35.02326996839974,184170.76974754143,132,682792,126.02326996839977,651704.7697475414,68,350371,44.12164976114729,227588.50684416425,159,817905,135.1216497611473,695122.506844164
113,1216,0.22567464207647625,2.5483905232967503,0.4366773474370826,29,126797,25.01833443874793,114674.30393612689,168,689335,164.0183344387479,677212.3039361265,32,135724,25.965449962394622,117468.27331596533,171,698262,164.96544996239462,680006.2733159652
114,1225,0.7699380224349694,5.2200379169948015,0.3550735449573174,40,256759,33.111706104802224,214084.7503681756,124,730911,117.11170610480222,688236.7503681757,56,336605,37.48630944369771,236051.85782930642,140,810757,121.48630944369772,710203.8578293063
115,1308,2.1875057288621957,11.57430090681235,0.20519629989817303,59,270259,57.27679483736848,259736.77146011364,156,690978,154.27679483736853,680455.7714601137,67,302769,59.3215689452773,268070.2730224919,164,723488,156.3215689452773,688789.2730224921
116,1306,0.07690324459949932,1.5370173297087864,0.4090694049956699,39,236572,35.31506244237982,215544.2812636512,128,685777,124.31506244237984,664749.281263651,59,331057,40.76759081372724,240665.88371697435,148,780262,129.76759081372722,689870.8837169739
117,1313,0.1831142212844981,3.0192717221434524,0.25242219528207965,48,337883,44.015369827828216,311705.69539890584,110,708504,106.0153698278282,682326.6953989059,63,442534,47.93267765925403,337170.70035693987,125,813155,109.932677659254,707791.70035694
118,1307,0.10468613979900056,1.8145910658101772,0.3995227490797707,38,266458,34.25173970351432,241285.7955640193,117,729138,113.2517397035143,703965.7955640192,52,367075,37.9340064806861,265295.957473806,131,829755,116.93400648068614,727975.957473806
119,1303,0.9802686937092108,5.586142813861095,0.3947579890305715,48,270764,45.13934803320898,251657.32396390484,122,675238,119.139348033209,656131.3239639049,59,336214,48.53700873947899,271645.9631995867,133,740688,122.537008739479,676119.9631995867
120,1301,2.064016933475453,9.673413794705892,0.2771810837441403,55,241679,51.652752357615455,228993.1270703804,161,692490,157.65275235761544,679804.1270703804,58,249442,52.62671740572319,231065.3742445634,164,700253,158.62671740572313,681876.3742445635
121,1310,1.832925840865191,7.791233111567346,0.37943934416946573,55,353927,51.483118681532844,328684.5751738429,149,719781,145.4831186815329,694538.5751738426,60,398622,52.91953265704076,341838.6997979188,154,764476,146.91953265704083,707692.6997979188
122,1309,1.3629801721563626,6.430133057822257,0.414247105398974,45,206939,43.60994808490877,200238.94394445894,141,683715,139.60994808490878,677014.943944459,51,231328,45.512730396842954,208190.97491732836,147,708104,141.51273039684298,684966.9749173282
123,1312,2.0652514988738093,9.426771693351727,0.29204974539051587,53,229419,50.5505496689155,219231.74301789212,153,686306,150.55054966891547,676118.7430178921,56,251198,51.2181407855281,224453.15088776566,156,708085,151.21814078552808,681340.1508877658
124,1304,0.12171468071899995,1.7703430310917931,0.48802040022137055,36,228323,30.267403079257587,196815.64105729747,110,634796,104.26740307925759,603288.6410572975,46,291226,32.96495576356777,213930.11056223031,120,697699,106.96495576356779,620403.1105622303
