,geoid,perim (b),w_perim (b),area (b),w_area (b),a/p^2 (b) 0.5,w_a/p^2 (b) 0.5,rank_a/p^2 (b) 0.5,rank_w_a/p^2 (b) 0.5,a/p^2 (b) 0.1,w_a/p^2 (b) 0.1,rank_a/p^2 (b) 0.1,rank_w_a/p^2 (b) 0.1
388,4804,1175,21743,40247,698488,0.029151290176550475,0.001477474580237131,148.0,280.0,0.029151290176550475,0.001477474580237131,148.0,280.0
389,4826,470,24559,14805,698488,0.06702127659574468,0.0011580774126324137,316.0,254.0,0.06702127659574468,0.0011580774126324137,316.0,254.0
390,4832,958,51878,12488,698488,0.013606983930509369,0.00025953294791224624,42.0,77.0,0.013606983930509369,0.00025953294791224624,42.0,77.0
391,4831,583,20743,17468,698487,0.05139324897245866,0.0016233613166910593,272.0,285.0,0.05139324897245866,0.0016233613166910593,272.0,285.0
392,4824,725,49967,13216,698488,0.025143400713436386,0.00027976436709921263,120.0,84.0,0.025143400713436386,0.00027976436709921263,120.0,84.0
393,4807,649,65262,9870,698488,0.023432992799162396,0.00016399786397247877,106.0,35.0,0.023432992799162396,0.00016399786397247877,106.0,35.0
394,4822,688,44905,14657,698504,0.0309647951595457,0.0003464012862845056,163.0,105.0,0.0309647951595457,0.0003464012862845056,163.0,105.0
395,4825,1488,72472,28702,698478,0.012963023181870736,0.0001329879337452491,35.0,31.0,0.012963023181870736,0.0001329879337452491,35.0,31.0
396,4810,1328,105291,23706,698487,0.013441945492814631,6.300511763491735e-05,38.0,8.0,0.013441945492814631,6.300511763491735e-05,38.0,8.0
397,4815,1327,50491,23874,698488,0.013557616462673963,0.00027398766104926703,39.0,82.0,0.013557616462673963,0.00027398766104926703,39.0,82.0
398,4819,1373,2795,68620,698487,0.03640069194203686,0.08941177223575193,201.0,433.0,0.03640069194203686,0.08941177223575193,201.0,433.0
399,4809,645,53160,9937,698488,0.02388558379905054,0.000247166156826843,110.0,72.0,0.02388558379905054,0.000247166156826843,110.0,72.0
400,4829,969,49943,13890,698488,0.0147929466719065,0.0002800333120201136,49.0,85.0,0.0147929466719065,0.0002800333120201136,49.0,85.0
401,4904,664,24654,17751,690971,0.040261195383945424,0.0011368025449177762,227.0,252.0,0.040261195383945424,0.0011368025449177762,227.0,252.0
402,4901,589,4660,30356,690971,0.08750118903150861,0.03181910700141834,363.0,419.0,0.08750118903150861,0.03181910700141834,363.0,419.0
403,4902,757,13716,40454,690971,0.07059431217923773,0.0036728641701453497,324.0,353.0,0.07059431217923773,0.0036728641701453497,324.0,353.0
404,4903,755,13045,26845,690972,0.04709442568308408,0.004060432377178329,258.0,361.0,0.04709442568308408,0.004060432377178329,258.0,361.0
405,5000,532,6766,32580,625741,0.1151139126010515,0.013668807426746152,396.0,403.0,0.1151139126010515,0.013668807426746152,396.0,403.0
406,5108,273,31227,7512,727366,0.10079297991385903,0.0007459203747295185,379.0,193.0,0.10079297991385903,0.0007459203747295185,379.0,193.0
407,5111,578,79639,7466,727366,0.022347673040313213,0.00011468362192469966,95.0,23.0,0.022347673040313213,0.00011468362192469966,95.0,23.0
408,5102,783,37747,19324,708087,0.03151907798052159,0.0004969603487891637,166.0,153.0,0.03151907798052159,0.0004969603487891637,166.0,153.0
409,5105,1743,28703,48366,727365,0.015920085554907114,0.0008828721502869663,54.0,214.0,0.015920085554907114,0.0008828721502869663,54.0,214.0
410,5109,1527,31386,52693,727366,0.022598252198261462,0.0007383819228606863,97.0,191.0,0.022598252198261462,0.0007383819228606863,97.0,191.0
411,5107,811,33593,21016,727366,0.03195275808435492,0.0006445482248282456,173.0,176.0,0.03195275808435492,0.0006445482248282456,173.0,176.0
412,5106,1088,26103,35796,727366,0.030239646410034602,0.0010675104861206958,156.0,244.0,0.030239646410034602,0.0010675104861206958,156.0,244.0
413,5103,1152,53058,21005,746645,0.015827697000385804,0.0002652237494395701,53.0,79.0,0.015827697000385804,0.0002652237494395701,53.0,79.0
414,5101,956,44380,28909,727366,0.031631317729031355,0.000369299228811926,167.0,114.0,0.031631317729031355,0.000369299228811926,167.0,114.0
415,5110,890,55583,15531,727365,0.01960737280646383,0.00023543359415470258,74.0,67.0,0.01960737280646383,0.00023543359415470258,74.0,67.0
416,5104,1028,33094,28144,727366,0.026631743099819832,0.0006641320993429262,132.0,181.0,0.026631743099819832,0.0006641320993429262,132.0,181.0
417,5307,359,22785,11938,672457,0.09262808327061398,0.0012952883305983665,368.0,265.0,0.09262808327061398,0.0012952883305983665,368.0,265.0
418,5309,617,41458,11122,672460,0.02921544883093549,0.0003912458661237332,149.0,119.0,0.02921544883093549,0.0003912458661237332,149.0,119.0
419,5301,747,35354,17182,672444,0.030791618056339592,0.0005379959516869517,162.0,162.0,0.030791618056339592,0.0005379959516869517,162.0,162.0
420,5308,792,50440,20469,672463,0.03263219314355678,0.0002643128258792884,179.0,78.0,0.03263219314355678,0.0002643128258792884,179.0,78.0
421,5304,572,5302,30671,672456,0.09374235903956184,0.023921280639562788,371.0,414.0,0.09374235903956184,0.023921280639562788,371.0,414.0
422,5302,558,38783,13459,672454,0.043225934918616156,0.00044707437779964535,238.0,139.0,0.043225934918616156,0.00044707437779964535,238.0,139.0
423,5306,405,14231,22030,672448,0.1343087943910989,0.0033203806091348558,405.0,343.0,0.1343087943910989,0.0033203806091348558,405.0,343.0
424,5310,593,41127,12547,672455,0.0356804654641418,0.0003975659345725182,199.0,122.0,0.0356804654641418,0.0003975659345725182,199.0,122.0
425,5305,524,3411,34293,672455,0.12489438261173591,0.05779626694500117,402.0,427.0,0.12489438261173591,0.05779626694500117,402.0,427.0
426,5303,439,5569,21863,672448,0.1134437866138096,0.021682246148733784,392.0,411.0,0.1134437866138096,0.021682246148733784,392.0,411.0
427,5401,1227,12972,44374,615991,0.02947402540900906,0.0036606692143394976,155.0,352.0,0.02947402540900906,0.0036606692143394976,155.0,352.0
428,5403,1207,12800,48564,616141,0.03333495784394951,0.003760626220703125,184.0,355.0,0.03333495784394951,0.003760626220703125,184.0,355.0
429,5402,1413,21557,42280,620862,0.02117632799066799,0.0013360368478145764,85.0,268.0,0.02117632799066799,0.0013360368478145764,85.0,268.0
430,5506,928,22072,31740,710873,0.03685623513674197,0.0014591792474357539,204.0,278.0,0.03685623513674197,0.0014591792474357539,204.0,278.0
431,5501,595,25354,18758,710874,0.0529849586893581,0.0011058587493464555,277.0,247.0,0.0529849586893581,0.0011058587493464555,277.0,247.0
432,5507,1185,12335,65393,710873,0.0465687478858445,0.004672117019649236,255.0,366.0,0.0465687478858445,0.004672117019649236,255.0,366.0
433,5504,563,43126,9616,710873,0.030337351602207154,0.0003822202236496817,158.0,116.0,0.030337351602207154,0.0003822202236496817,158.0,116.0
434,5508,613,10938,32829,710873,0.08736484382692558,0.0059417747151191535,361.0,377.0,0.08736484382692558,0.0059417747151191535,361.0,377.0
435,5502,660,9291,27505,710874,0.06314279155188246,0.008235077870206556,309.0,390.0,0.06314279155188246,0.008235077870206556,309.0,390.0
436,5505,1044,46407,19564,710873,0.017949677779245755,0.0003300844237627206,68.0,100.0,0.017949677779245755,0.0003300844237627206,68.0,100.0
437,5503,1276,15102,47691,710873,0.029291059443205158,0.0031169015686927973,151.0,336.0,0.029291059443205158,0.0031169015686927973,151.0,336.0
438,5600,891,2703,86204,563626,0.108585543677201,0.07714342691264375,386.0,431.0,0.108585543677201,0.07714342691264375,386.0,431.0
