,geoid,carea,cperim,dperim_0.5,dpperim_0.5,dperim_pro_0.5,dpperim_pro_0.5,darea_0.5,dparea_0.5,darea_pro_0.5,dparea_pro_0.5,dperim_0.1,dpperim_0.1,dperim_pro_0.1,dpperim_pro_0.1,darea_0.1,dparea_0.1,darea_pro_0.1,dparea_pro_0.1,cpolsby,rank_cpolsby,dpolsby_0.5,dpolsby_pro_0.5,dpop_polsby_0.5,dpop_polsby_pro_0.5,rank_dpolsby_0.5,rank_dpolsby_pro_0.5,rank_dpop_polsby_0.5,rank_dpop_polsby_pro_0.5,dpolsby_0.1,dpolsby_pro_0.1,dpop_polsby_0.1,dpop_polsby_pro_0.1,rank_dpolsby_0.1,rank_dpolsby_pro_0.1,rank_dpop_polsby_0.1,rank_dpop_polsby_pro_0.1
30,0651,1.2765956472333453,7.363964500448739,26,161938,22.59227873584549,142044.12110132258,132,664722,128.5922787358455,644828.1211013225,42,229570,27.891124295899182,165371.71996867112,148,732354,133.89112429589917,668155.7199686711,0.2958283906229496,205.0,0.1952662721893491,0.2519386612023294,2.534793064293972e-05,3.1959313436661124e-05,391.5,392.0,315.0,320.0,0.08390022675736962,0.17211540621423815,1.3896031486802791e-05,2.4431785339579033e-05,342.0,375.0,275.0,302.0
31,0626,0.2437722711801109,3.238919153274586,31,142977,28.508599252223608,130704.63145363945,149,721889,146.50859925222358,709616.6314536394,40,188836,31.054360335308147,144637.17696222494,158,767748,149.05436033530813,723549.1769622249,0.2920074637285317,201.0,0.1550468262226847,0.18026497717920714,3.53132804576324e-05,4.1537641322751976e-05,366.0,358.0,359.0,357.0,0.09875,0.1545608541620028,2.153025179282463e-05,3.4586624636510495e-05,365.0,363.0,353.0,359.0
32,0653,0.031627603417499865,0.8866005710703695,39,206539,31.42493201483397,168714.61757947362,145,697015,137.42493201483396,659190.617579474,59,311997,38.27557987539947,202763.39604471653,165,802473,144.2755798753994,693239.396044717,0.5056152159653531,386.0,0.09533201840894148,0.1391607745124534,1.6339470719598155e-05,2.3158242301460262e-05,286.5,317.0,226.0,259.0,0.047400172364263145,0.09848027905290019,8.243840733847584e-06,1.6861807314906956e-05,200.0,282.0,154.0,227.0
33,0601,7.965291091987694,16.364713441672276,37,139009,35.650902879537924,132959.7665411118,173,705182,171.6509028795379,699132.7665411117,40,156853,36.6062260045256,138604.64533979393,176,723026,172.6062260045256,704777.6453397939,0.3737616221638852,285.0,0.12636961285609935,0.13505324571304864,3.6493488449662354e-05,3.954751223684609e-05,337.0,310.0,363.0,349.0,0.11,0.1288090993294013,2.938787986189986e-05,3.668567788969649e-05,375.0,337.0,388.0,364.0
34,0614,0.0702215736913706,1.6423543510786591,37,173251,31.054745916300103,145368.06568231527,131,602666,125.05474591630009,574783.0656823153,43,200662,33.082876094609325,155166.17209922563,137,630077,127.08287609460932,584581.1720992257,0.3271498241271724,243.0,0.09569028487947406,0.12967140533004387,2.0078219186362863e-05,2.719981443825021e-05,288.0,303.0,271.0,292.0,0.07409410492157924,0.11611291238586686,1.56481627199583e-05,2.4280114530367725e-05,314.0,315.0,304.0,299.0
35,0630,0.03236239774700084,1.0545073210122515,36,137254,29.91979768280301,114096.84267738153,184,743702,177.91979768280297,720544.8426773818,52,196708,34.17545346214381,129383.23333534658,200,803156,182.17545346214374,735831.2333353469,0.36572222798396475,279.0,0.1419753086419753,0.19874992389758783,3.947743521193352e-05,5.5349507482043464e-05,355.0,369.0,379.0,388.0,0.07396449704142012,0.15597726024986702,2.0756583101428835e-05,4.3956410229876054e-05,313.0,365.0,348.0,385.0
36,0610,0.4873828066180009,3.7381992952343666,18,102254,17.30390965862577,98478.51823001278,122,664275,121.30390965862577,660499.5182300126,26,159542,19.75124841595196,116248.86253794751,130,721563,123.75124841595196,678269.8625379473,0.43828354528348346,344.0,0.3765432098765432,0.4051224593345736,6.353123479017383e-05,6.810664618090951e-05,422.0,416.0,412.0,403.0,0.19230769230769232,0.31721994561168065,2.8348115366171657e-05,5.019091305506557e-05,414.0,414.0,383.0,394.0
37,0612,0.013202740000790176,0.6145969404858949,23,85800,19.39640915105131,74268.59587130121,191,787420,187.39640915105133,775888.5958713013,27,106361,20.555072992358415,80207.13596441624,195,807981,188.5550729923584,781827.1359644162,0.43923116469712725,345.0,0.3610586011342155,0.4981023509623491,0.00010696257899055102,0.00014066593659850196,419.0,424.0,429.0,432.0,0.2674897119341564,0.44627255033289254,7.142270997518622e-05,0.00012153034264234596,425.0,430.0,428.0,430.0
38,0616,0.7583088874884992,5.0824381599943536,33,164376,30.544212009499745,152484.69865945374,150,764619,147.5442120094997,752727.6986594538,43,204082,33.080778800042395,163222.73995427653,160,804325,150.08077880004234,763465.7399542766,0.3689026744888398,282.0,0.13774104683195593,0.15814822657590843,2.8298816285384625e-05,3.2373180274633786e-05,350.0,337.0,331.0,323.0,0.08653326122228232,0.13714299324911183,1.931177372755201e-05,2.8656835145444416e-05,351.0,343.0,339.0,329.0
39,0649,0.14757961221914098,2.495376463626032,38,265385,30.96629496711193,219181.5145555068,127,754864,119.96629496711195,708660.514555507,52,340698,35.075073968995184,240767.13632292987,141,830177,124.07507396899523,730246.13632293,0.29782700890221203,210.0,0.08795013850415513,0.12510675330982424,1.0718054713450489e-05,1.4751303145183689e-05,261.0,297.0,120.0,159.0,0.052144970414201186,0.1008526586916115,7.152066252238333e-06,1.2597224037827068e-05,230.0,283.0,110.0,149.0
